StudyInstanceUID,slice_number
1.2.826.0.1.3680043.20930,0
1.2.826.0.1.3680043.20932,0
1.2.826.0.1.3680043.20944,0
1.2.826.0.1.3680043.20953,0
1.2.826.0.1.3680043.20963,0
1.2.826.0.1.3680043.20971,0
1.2.826.0.1.3680043.20976,0
1.2.826.0.1.3680043.20981,0
1.2.826.0.1.3680043.20995,0
1.2.826.0.1.3680043.21027,0
1.2.826.0.1.3680043.21037,0
1.2.826.0.1.3680043.21040,0
1.2.826.0.1.3680043.21058,0
1.2.826.0.1.3680043.21059,0
1.2.826.0.1.3680043.21120,0
1.2.826.0.1.3680043.21161,0
1.2.826.0.1.3680043.21166,0
1.2.826.0.1.3680043.21167,0
1.2.826.0.1.3680043.21171,0
1.2.826.0.1.3680043.21219,0
1.2.826.0.1.3680043.21224,0
1.2.826.0.1.3680043.21231,0
1.2.826.0.1.3680043.21239,0
1.2.826.0.1.3680043.21257,0
1.2.826.0.1.3680043.21259,0
1.2.826.0.1.3680043.21283,0
1.2.826.0.1.3680043.21286,0
1.2.826.0.1.3680043.21292,0
1.2.826.0.1.3680043.21295,0
1.2.826.0.1.3680043.21296,0
1.2.826.0.1.3680043.21305,0
1.2.826.0.1.3680043.21312,0
1.2.826.0.1.3680043.21321,0
1.2.826.0.1.3680043.21326,0
1.2.826.0.1.3680043.21340,0
1.2.826.0.1.3680043.21350,0
1.2.826.0.1.3680043.21355,0
1.2.826.0.1.3680043.21370,0
1.2.826.0.1.3680043.2143,0
1.2.826.0.1.3680043.21459,0
1.2.826.0.1.3680043.21477,0
1.2.826.0.1.3680043.21515,0
1.2.826.0.1.3680043.2152,0
1.2.826.0.1.3680043.21526,0
1.2.826.0.1.3680043.21554,0
1.2.826.0.1.3680043.21560,0
1.2.826.0.1.3680043.21561,0
1.2.826.0.1.3680043.21586,0
1.2.826.0.1.3680043.21589,0
1.2.826.0.1.3680043.2159,0
1.2.826.0.1.3680043.21594,0
1.2.826.0.1.3680043.21628,0
1.2.826.0.1.3680043.21639,0
1.2.826.0.1.3680043.21651,0
1.2.826.0.1.3680043.2168,0
1.2.826.0.1.3680043.21684,0
1.2.826.0.1.3680043.2170,0
1.2.826.0.1.3680043.21714,0
1.2.826.0.1.3680043.2172,0
1.2.826.0.1.3680043.21724,0
1.2.826.0.1.3680043.21754,0
1.2.826.0.1.3680043.21758,0
1.2.826.0.1.3680043.21760,0
1.2.826.0.1.3680043.21806,0
1.2.826.0.1.3680043.21809,0
1.2.826.0.1.3680043.21810,0
1.2.826.0.1.3680043.21818,0
1.2.826.0.1.3680043.21821,0
1.2.826.0.1.3680043.21825,0
1.2.826.0.1.3680043.2188,0
1.2.826.0.1.3680043.21888,0
1.2.826.0.1.3680043.21904,0
1.2.826.0.1.3680043.21920,0
1.2.826.0.1.3680043.21933,0
1.2.826.0.1.3680043.21963,0
1.2.826.0.1.3680043.21978,0
1.2.826.0.1.3680043.21982,0
1.2.826.0.1.3680043.21988,0
1.2.826.0.1.3680043.21997,0
1.2.826.0.1.3680043.22004,0
1.2.826.0.1.3680043.22006,0
1.2.826.0.1.3680043.22010,0
1.2.826.0.1.3680043.22019,0
1.2.826.0.1.3680043.22022,0
1.2.826.0.1.3680043.22042,0
1.2.826.0.1.3680043.22050,0
1.2.826.0.1.3680043.22081,0
1.2.826.0.1.3680043.2210,0
1.2.826.0.1.3680043.22120,0
1.2.826.0.1.3680043.22140,0
1.2.826.0.1.3680043.22149,0
1.2.826.0.1.3680043.22159,0
1.2.826.0.1.3680043.22184,0
1.2.826.0.1.3680043.2221,0
1.2.826.0.1.3680043.22240,0
1.2.826.0.1.3680043.22245,0
1.2.826.0.1.3680043.22276,0
1.2.826.0.1.3680043.22282,0
1.2.826.0.1.3680043.2230,0
1.2.826.0.1.3680043.22310,0
1.2.826.0.1.3680043.22358,0
1.2.826.0.1.3680043.22361,0
1.2.826.0.1.3680043.22392,0
1.2.826.0.1.3680043.2243,0
1.2.826.0.1.3680043.22430,0
1.2.826.0.1.3680043.22436,0
1.2.826.0.1.3680043.22438,0
1.2.826.0.1.3680043.22444,0
1.2.826.0.1.3680043.22447,0
1.2.826.0.1.3680043.22477,0
1.2.826.0.1.3680043.22478,0
1.2.826.0.1.3680043.2248,0
1.2.826.0.1.3680043.22510,0
1.2.826.0.1.3680043.22517,0
1.2.826.0.1.3680043.22538,0
1.2.826.0.1.3680043.22543,0
1.2.826.0.1.3680043.22548,0
1.2.826.0.1.3680043.22560,0
1.2.826.0.1.3680043.22575,0
1.2.826.0.1.3680043.22596,0
1.2.826.0.1.3680043.22643,0
1.2.826.0.1.3680043.22669,0
1.2.826.0.1.3680043.2267,0
1.2.826.0.1.3680043.22672,0
1.2.826.0.1.3680043.22675,0
1.2.826.0.1.3680043.22678,0
1.2.826.0.1.3680043.22691,0
1.2.826.0.1.3680043.22701,0
1.2.826.0.1.3680043.22711,0
1.2.826.0.1.3680043.22717,0
1.2.826.0.1.3680043.22755,0
1.2.826.0.1.3680043.22757,0
1.2.826.0.1.3680043.22759,0
1.2.826.0.1.3680043.22780,0
1.2.826.0.1.3680043.22793,0
1.2.826.0.1.3680043.22804,0
1.2.826.0.1.3680043.22806,0
1.2.826.0.1.3680043.22808,0
1.2.826.0.1.3680043.22829,0
1.2.826.0.1.3680043.22841,0
1.2.826.0.1.3680043.2286,0
1.2.826.0.1.3680043.22885,0
1.2.826.0.1.3680043.22889,0
1.2.826.0.1.3680043.2289,0
1.2.826.0.1.3680043.22926,0
1.2.826.0.1.3680043.22930,0
1.2.826.0.1.3680043.22944,0
1.2.826.0.1.3680043.22950,0
1.2.826.0.1.3680043.22968,0
1.2.826.0.1.3680043.2297,0
1.2.826.0.1.3680043.22980,0
1.2.826.0.1.3680043.22993,0
1.2.826.0.1.3680043.23052,0
1.2.826.0.1.3680043.23099,0
1.2.826.0.1.3680043.23104,0
1.2.826.0.1.3680043.23126,0
1.2.826.0.1.3680043.23168,0
1.2.826.0.1.3680043.2321,0
1.2.826.0.1.3680043.23212,0
1.2.826.0.1.3680043.23216,0
1.2.826.0.1.3680043.2325,0
1.2.826.0.1.3680043.23251,0
1.2.826.0.1.3680043.23252,0
1.2.826.0.1.3680043.23257,0
1.2.826.0.1.3680043.23260,0
1.2.826.0.1.3680043.23261,0
1.2.826.0.1.3680043.23325,0
1.2.826.0.1.3680043.23353,0
1.2.826.0.1.3680043.23355,0
1.2.826.0.1.3680043.23356,0
1.2.826.0.1.3680043.2336,0
1.2.826.0.1.3680043.23361,0
1.2.826.0.1.3680043.234,0
1.2.826.0.1.3680043.23400,0
1.2.826.0.1.3680043.23410,0
1.2.826.0.1.3680043.23422,0
1.2.826.0.1.3680043.23431,0
1.2.826.0.1.3680043.23432,0
1.2.826.0.1.3680043.23449,0
1.2.826.0.1.3680043.23474,0
1.2.826.0.1.3680043.23475,0
1.2.826.0.1.3680043.23509,0
1.2.826.0.1.3680043.23527,0
1.2.826.0.1.3680043.23528,0
1.2.826.0.1.3680043.23536,0
1.2.826.0.1.3680043.23543,0
1.2.826.0.1.3680043.23597,0
1.2.826.0.1.3680043.23611,0
1.2.826.0.1.3680043.23633,0
1.2.826.0.1.3680043.23648,0
1.2.826.0.1.3680043.23658,0
1.2.826.0.1.3680043.23660,0
1.2.826.0.1.3680043.23672,0
1.2.826.0.1.3680043.23697,0
1.2.826.0.1.3680043.23715,0
1.2.826.0.1.3680043.2374,0
1.2.826.0.1.3680043.23758,0
1.2.826.0.1.3680043.23765,0
1.2.826.0.1.3680043.23794,0
1.2.826.0.1.3680043.23809,0
1.2.826.0.1.3680043.23817,0
1.2.826.0.1.3680043.23840,0
1.2.826.0.1.3680043.23846,0
1.2.826.0.1.3680043.23847,0
1.2.826.0.1.3680043.23848,0
1.2.826.0.1.3680043.23858,0
1.2.826.0.1.3680043.23860,0
1.2.826.0.1.3680043.23888,0
1.2.826.0.1.3680043.23904,0
1.2.826.0.1.3680043.23916,0
1.2.826.0.1.3680043.23923,0
1.2.826.0.1.3680043.23944,0
1.2.826.0.1.3680043.2395,0
1.2.826.0.1.3680043.23957,0
1.2.826.0.1.3680043.23968,0
1.2.826.0.1.3680043.23978,0
1.2.826.0.1.3680043.23986,0
1.2.826.0.1.3680043.24007,0
1.2.826.0.1.3680043.24010,0
1.2.826.0.1.3680043.24013,0
1.2.826.0.1.3680043.24018,0
1.2.826.0.1.3680043.24045,0
1.2.826.0.1.3680043.24049,0
1.2.826.0.1.3680043.24107,0
1.2.826.0.1.3680043.24115,0
1.2.826.0.1.3680043.24131,0
1.2.826.0.1.3680043.24140,0
1.2.826.0.1.3680043.24149,0
1.2.826.0.1.3680043.24170,0
1.2.826.0.1.3680043.24178,0
1.2.826.0.1.3680043.24206,0
1.2.826.0.1.3680043.24214,0
1.2.826.0.1.3680043.24264,0
1.2.826.0.1.3680043.24281,0
1.2.826.0.1.3680043.24284,0
1.2.826.0.1.3680043.24289,0
1.2.826.0.1.3680043.24307,0
1.2.826.0.1.3680043.24316,0
1.2.826.0.1.3680043.24317,0
1.2.826.0.1.3680043.24325,0
1.2.826.0.1.3680043.24326,0
1.2.826.0.1.3680043.24327,0
1.2.826.0.1.3680043.2434,0
1.2.826.0.1.3680043.24343,0
1.2.826.0.1.3680043.2438,0
1.2.826.0.1.3680043.24385,0
1.2.826.0.1.3680043.24389,0
1.2.826.0.1.3680043.24415,0
1.2.826.0.1.3680043.24418,0
1.2.826.0.1.3680043.24445,0
1.2.826.0.1.3680043.24477,0
1.2.826.0.1.3680043.24508,0
1.2.826.0.1.3680043.2454,0
1.2.826.0.1.3680043.24562,0
1.2.826.0.1.3680043.24570,0
1.2.826.0.1.3680043.24593,0
1.2.826.0.1.3680043.24595,0
1.2.826.0.1.3680043.24606,0
1.2.826.0.1.3680043.24615,0
1.2.826.0.1.3680043.24617,0
1.2.826.0.1.3680043.24639,0
1.2.826.0.1.3680043.24643,0
1.2.826.0.1.3680043.2467,0
1.2.826.0.1.3680043.24673,0
1.2.826.0.1.3680043.24691,0
1.2.826.0.1.3680043.24704,0
1.2.826.0.1.3680043.2475,0
1.2.826.0.1.3680043.24761,0
1.2.826.0.1.3680043.24772,0
1.2.826.0.1.3680043.24857,0
1.2.826.0.1.3680043.2487,0
1.2.826.0.1.3680043.24878,0
1.2.826.0.1.3680043.24891,0
1.2.826.0.1.3680043.24918,0
1.2.826.0.1.3680043.2493,0
1.2.826.0.1.3680043.24930,0
1.2.826.0.1.3680043.24944,0
1.2.826.0.1.3680043.24946,0
1.2.826.0.1.3680043.24953,0
1.2.826.0.1.3680043.24955,0
1.2.826.0.1.3680043.24962,0
1.2.826.0.1.3680043.24974,0
1.2.826.0.1.3680043.24988,0
1.2.826.0.1.3680043.24989,0
1.2.826.0.1.3680043.25035,0
1.2.826.0.1.3680043.2507,0
1.2.826.0.1.3680043.25071,0
1.2.826.0.1.3680043.25080,0
1.2.826.0.1.3680043.25093,0
1.2.826.0.1.3680043.25103,0
1.2.826.0.1.3680043.25130,0
1.2.826.0.1.3680043.25144,0
1.2.826.0.1.3680043.25154,0
1.2.826.0.1.3680043.25161,0
1.2.826.0.1.3680043.25172,0
1.2.826.0.1.3680043.25174,0
1.2.826.0.1.3680043.25191,0
1.2.826.0.1.3680043.25198,0
1.2.826.0.1.3680043.2521,0
1.2.826.0.1.3680043.25220,0
1.2.826.0.1.3680043.25238,0
1.2.826.0.1.3680043.25245,0
1.2.826.0.1.3680043.25278,0
1.2.826.0.1.3680043.25289,0
1.2.826.0.1.3680043.25301,0
1.2.826.0.1.3680043.25319,0
1.2.826.0.1.3680043.25339,0
1.2.826.0.1.3680043.25352,0
1.2.826.0.1.3680043.25356,0
1.2.826.0.1.3680043.25367,0
1.2.826.0.1.3680043.25377,0
1.2.826.0.1.3680043.2542,0
1.2.826.0.1.3680043.2543,0
1.2.826.0.1.3680043.25434,0
1.2.826.0.1.3680043.25435,0
1.2.826.0.1.3680043.25445,0
1.2.826.0.1.3680043.25493,0
1.2.826.0.1.3680043.25509,0
1.2.826.0.1.3680043.25515,0
1.2.826.0.1.3680043.25548,0
1.2.826.0.1.3680043.25572,0
1.2.826.0.1.3680043.25600,0
1.2.826.0.1.3680043.25616,0
1.2.826.0.1.3680043.25638,0
1.2.826.0.1.3680043.25651,0
1.2.826.0.1.3680043.25669,0
1.2.826.0.1.3680043.25704,0
1.2.826.0.1.3680043.25722,0
1.2.826.0.1.3680043.25770,0
1.2.826.0.1.3680043.25772,0
1.2.826.0.1.3680043.258,0
1.2.826.0.1.3680043.25812,0
1.2.826.0.1.3680043.25825,0
1.2.826.0.1.3680043.25833,0
1.2.826.0.1.3680043.25834,0
1.2.826.0.1.3680043.25838,0
1.2.826.0.1.3680043.25867,0
1.2.826.0.1.3680043.25883,0
1.2.826.0.1.3680043.25891,0
1.2.826.0.1.3680043.25917,0
1.2.826.0.1.3680043.25919,0
1.2.826.0.1.3680043.2595,0
1.2.826.0.1.3680043.25956,0
1.2.826.0.1.3680043.2596,0
1.2.826.0.1.3680043.25963,0
1.2.826.0.1.3680043.25970,0
1.2.826.0.1.3680043.25987,0
1.2.826.0.1.3680043.26024,0
1.2.826.0.1.3680043.26031,0
1.2.826.0.1.3680043.26034,0
1.2.826.0.1.3680043.26035,0
1.2.826.0.1.3680043.26040,0
1.2.826.0.1.3680043.26052,0
1.2.826.0.1.3680043.26068,0
1.2.826.0.1.3680043.26077,0
1.2.826.0.1.3680043.26097,0
1.2.826.0.1.3680043.26110,0
1.2.826.0.1.3680043.26121,0
1.2.826.0.1.3680043.2614,0
1.2.826.0.1.3680043.26170,0
1.2.826.0.1.3680043.26177,0
1.2.826.0.1.3680043.26179,0
1.2.826.0.1.3680043.26187,0
1.2.826.0.1.3680043.26207,0
1.2.826.0.1.3680043.26217,0
1.2.826.0.1.3680043.26219,0
1.2.826.0.1.3680043.26231,0
1.2.826.0.1.3680043.2624,0
1.2.826.0.1.3680043.26244,0
1.2.826.0.1.3680043.2625,0
1.2.826.0.1.3680043.26293,0
1.2.826.0.1.3680043.26303,0
1.2.826.0.1.3680043.26306,0
1.2.826.0.1.3680043.26315,0
1.2.826.0.1.3680043.26350,0
1.2.826.0.1.3680043.2637,0
1.2.826.0.1.3680043.26389,0
1.2.826.0.1.3680043.26401,0
1.2.826.0.1.3680043.26440,0
1.2.826.0.1.3680043.26442,0
1.2.826.0.1.3680043.2645,0
1.2.826.0.1.3680043.26469,0
1.2.826.0.1.3680043.2648,0
1.2.826.0.1.3680043.26492,0
1.2.826.0.1.3680043.26498,0
1.2.826.0.1.3680043.26500,0
1.2.826.0.1.3680043.26514,0
1.2.826.0.1.3680043.26534,0
1.2.826.0.1.3680043.26536,0
1.2.826.0.1.3680043.26574,0
1.2.826.0.1.3680043.26618,0
1.2.826.0.1.3680043.26649,0
1.2.826.0.1.3680043.2665,0
1.2.826.0.1.3680043.26665,0
1.2.826.0.1.3680043.26676,0
1.2.826.0.1.3680043.2668,0
1.2.826.0.1.3680043.2669,0
1.2.826.0.1.3680043.26740,0
1.2.826.0.1.3680043.26769,0
1.2.826.0.1.3680043.26781,0
1.2.826.0.1.3680043.26791,0
1.2.826.0.1.3680043.26801,0
1.2.826.0.1.3680043.26802,0
1.2.826.0.1.3680043.26820,0
1.2.826.0.1.3680043.26830,0
1.2.826.0.1.3680043.26851,0
1.2.826.0.1.3680043.26869,0
1.2.826.0.1.3680043.26898,0
1.2.826.0.1.3680043.26917,0
1.2.826.0.1.3680043.2693,0
1.2.826.0.1.3680043.26933,0
1.2.826.0.1.3680043.26950,0
1.2.826.0.1.3680043.26958,0
1.2.826.0.1.3680043.26959,0
1.2.826.0.1.3680043.26969,0
1.2.826.0.1.3680043.26979,0
1.2.826.0.1.3680043.26990,0
1.2.826.0.1.3680043.26992,0
1.2.826.0.1.3680043.27,0
1.2.826.0.1.3680043.27016,0
1.2.826.0.1.3680043.27027,0
1.2.826.0.1.3680043.27028,0
1.2.826.0.1.3680043.27030,0
1.2.826.0.1.3680043.27043,0
1.2.826.0.1.3680043.27075,0
1.2.826.0.1.3680043.27079,0
1.2.826.0.1.3680043.271,0
1.2.826.0.1.3680043.27100,0
1.2.826.0.1.3680043.2712,0
1.2.826.0.1.3680043.27121,0
1.2.826.0.1.3680043.27180,0
1.2.826.0.1.3680043.2720,0
1.2.826.0.1.3680043.27218,0
1.2.826.0.1.3680043.27225,0
1.2.826.0.1.3680043.27228,0
1.2.826.0.1.3680043.27262,0
1.2.826.0.1.3680043.27275,0
1.2.826.0.1.3680043.27282,0
1.2.826.0.1.3680043.27284,0
1.2.826.0.1.3680043.27292,0
1.2.826.0.1.3680043.27299,0
1.2.826.0.1.3680043.27316,0
1.2.826.0.1.3680043.27325,0
1.2.826.0.1.3680043.27329,0
1.2.826.0.1.3680043.27360,0
1.2.826.0.1.3680043.27361,0
1.2.826.0.1.3680043.27372,0
1.2.826.0.1.3680043.27390,0
1.2.826.0.1.3680043.27395,0
1.2.826.0.1.3680043.27398,0
1.2.826.0.1.3680043.27411,0
1.2.826.0.1.3680043.27426,0
1.2.826.0.1.3680043.27436,0
1.2.826.0.1.3680043.27440,0
1.2.826.0.1.3680043.27523,0
1.2.826.0.1.3680043.2755,0
1.2.826.0.1.3680043.27562,0
1.2.826.0.1.3680043.27565,0
1.2.826.0.1.3680043.27569,0
1.2.826.0.1.3680043.27578,0
1.2.826.0.1.3680043.27583,0
1.2.826.0.1.3680043.27607,0
1.2.826.0.1.3680043.27622,0
1.2.826.0.1.3680043.2765,0
1.2.826.0.1.3680043.27670,0
1.2.826.0.1.3680043.27683,0
1.2.826.0.1.3680043.27714,0
1.2.826.0.1.3680043.27733,0
1.2.826.0.1.3680043.27745,0
1.2.826.0.1.3680043.27746,0
1.2.826.0.1.3680043.27748,0
1.2.826.0.1.3680043.27752,0
1.2.826.0.1.3680043.27770,0
1.2.826.0.1.3680043.27777,0
1.2.826.0.1.3680043.27793,0
1.2.826.0.1.3680043.27828,0
1.2.826.0.1.3680043.27830,0
1.2.826.0.1.3680043.27837,0
1.2.826.0.1.3680043.27850,0
1.2.826.0.1.3680043.27863,0
1.2.826.0.1.3680043.2792,0
1.2.826.0.1.3680043.27962,0
1.2.826.0.1.3680043.27975,0
1.2.826.0.1.3680043.27996,0
1.2.826.0.1.3680043.28019,0
1.2.826.0.1.3680043.28025,0
1.2.826.0.1.3680043.2803,0
1.2.826.0.1.3680043.28055,0
1.2.826.0.1.3680043.28122,0
1.2.826.0.1.3680043.2813,0
1.2.826.0.1.3680043.28153,0
1.2.826.0.1.3680043.28163,0
1.2.826.0.1.3680043.28207,0
1.2.826.0.1.3680043.28215,0
1.2.826.0.1.3680043.2823,0
1.2.826.0.1.3680043.28233,0
1.2.826.0.1.3680043.28252,0
1.2.826.0.1.3680043.28254,0
1.2.826.0.1.3680043.28273,0
1.2.826.0.1.3680043.28282,0
1.2.826.0.1.3680043.28296,0
1.2.826.0.1.3680043.28297,0
1.2.826.0.1.3680043.28304,0
1.2.826.0.1.3680043.28319,0
1.2.826.0.1.3680043.28321,0
1.2.826.0.1.3680043.28323,0
1.2.826.0.1.3680043.28327,0
1.2.826.0.1.3680043.28329,0
1.2.826.0.1.3680043.28344,0
1.2.826.0.1.3680043.28346,0
1.2.826.0.1.3680043.28355,0
1.2.826.0.1.3680043.28363,0
1.2.826.0.1.3680043.28411,0
1.2.826.0.1.3680043.28414,0
1.2.826.0.1.3680043.28480,0
1.2.826.0.1.3680043.28485,0
1.2.826.0.1.3680043.28502,0
1.2.826.0.1.3680043.28521,0
1.2.826.0.1.3680043.28523,0
1.2.826.0.1.3680043.28527,0
1.2.826.0.1.3680043.2854,0
1.2.826.0.1.3680043.28547,0
1.2.826.0.1.3680043.2856,0
1.2.826.0.1.3680043.28580,0
1.2.826.0.1.3680043.28606,0
1.2.826.0.1.3680043.28610,0
1.2.826.0.1.3680043.28618,0
1.2.826.0.1.3680043.28620,0
1.2.826.0.1.3680043.28637,0
1.2.826.0.1.3680043.28657,0
1.2.826.0.1.3680043.28665,0
1.2.826.0.1.3680043.28705,0
1.2.826.0.1.3680043.28710,0
1.2.826.0.1.3680043.28711,0
1.2.826.0.1.3680043.28731,0
1.2.826.0.1.3680043.28752,0
1.2.826.0.1.3680043.28753,0
1.2.826.0.1.3680043.28780,0
1.2.826.0.1.3680043.28794,0
1.2.826.0.1.3680043.28805,0
1.2.826.0.1.3680043.2882,0
1.2.826.0.1.3680043.28824,0
1.2.826.0.1.3680043.28825,0
1.2.826.0.1.3680043.2883,0
1.2.826.0.1.3680043.28832,0
1.2.826.0.1.3680043.28857,0
1.2.826.0.1.3680043.28865,0
1.2.826.0.1.3680043.28873,0
1.2.826.0.1.3680043.28890,0
1.2.826.0.1.3680043.28892,0
1.2.826.0.1.3680043.28904,0
1.2.826.0.1.3680043.28913,0
1.2.826.0.1.3680043.28934,0
1.2.826.0.1.3680043.2896,0
1.2.826.0.1.3680043.28968,0
1.2.826.0.1.3680043.28978,0
1.2.826.0.1.3680043.28990,0
1.2.826.0.1.3680043.29015,0
1.2.826.0.1.3680043.29035,0
1.2.826.0.1.3680043.29045,0
1.2.826.0.1.3680043.29047,0
1.2.826.0.1.3680043.29093,0
1.2.826.0.1.3680043.29100,0
1.2.826.0.1.3680043.29132,0
1.2.826.0.1.3680043.29140,0
1.2.826.0.1.3680043.29142,0
1.2.826.0.1.3680043.29183,0
1.2.826.0.1.3680043.29194,0
1.2.826.0.1.3680043.2920,0
1.2.826.0.1.3680043.29213,0
1.2.826.0.1.3680043.29218,0
1.2.826.0.1.3680043.2923,0
1.2.826.0.1.3680043.29243,0
1.2.826.0.1.3680043.29258,0
1.2.826.0.1.3680043.29261,0
1.2.826.0.1.3680043.29287,0
1.2.826.0.1.3680043.29329,0
1.2.826.0.1.3680043.29330,0
1.2.826.0.1.3680043.29351,0
1.2.826.0.1.3680043.29378,0
1.2.826.0.1.3680043.29396,0
1.2.826.0.1.3680043.29397,0
1.2.826.0.1.3680043.29409,0
1.2.826.0.1.3680043.29425,0
1.2.826.0.1.3680043.29457,0
1.2.826.0.1.3680043.29469,0
1.2.826.0.1.3680043.29539,0
1.2.826.0.1.3680043.29548,0
1.2.826.0.1.3680043.29571,0
1.2.826.0.1.3680043.29630,0
1.2.826.0.1.3680043.29631,0
1.2.826.0.1.3680043.29650,0
1.2.826.0.1.3680043.29668,0
1.2.826.0.1.3680043.2967,0
1.2.826.0.1.3680043.29671,0
1.2.826.0.1.3680043.29747,0
1.2.826.0.1.3680043.29778,0
1.2.826.0.1.3680043.29791,0
1.2.826.0.1.3680043.29795,0
1.2.826.0.1.3680043.29804,0
1.2.826.0.1.3680043.29805,0
1.2.826.0.1.3680043.29807,0
1.2.826.0.1.3680043.29833,0
1.2.826.0.1.3680043.29837,0
1.2.826.0.1.3680043.29865,0
1.2.826.0.1.3680043.29872,0
1.2.826.0.1.3680043.29876,0
1.2.826.0.1.3680043.29878,0
1.2.826.0.1.3680043.29882,0
1.2.826.0.1.3680043.29889,0
1.2.826.0.1.3680043.29892,0
1.2.826.0.1.3680043.29924,0
1.2.826.0.1.3680043.29949,0
1.2.826.0.1.3680043.29952,0
1.2.826.0.1.3680043.29968,0
1.2.826.0.1.3680043.2998,0
1.2.826.0.1.3680043.29986,0
1.2.826.0.1.3680043.29993,0
1.2.826.0.1.3680043.30020,0
1.2.826.0.1.3680043.30030,0
1.2.826.0.1.3680043.30037,0
1.2.826.0.1.3680043.30038,0
1.2.826.0.1.3680043.30039,0
1.2.826.0.1.3680043.3004,0
1.2.826.0.1.3680043.30051,0
1.2.826.0.1.3680043.30055,0
1.2.826.0.1.3680043.30067,0
1.2.826.0.1.3680043.30089,0
1.2.826.0.1.3680043.30122,0
1.2.826.0.1.3680043.30134,0
1.2.826.0.1.3680043.30177,0
1.2.826.0.1.3680043.30185,0
1.2.826.0.1.3680043.3020,0
1.2.826.0.1.3680043.30201,0
1.2.826.0.1.3680043.30213,0
1.2.826.0.1.3680043.30219,0
1.2.826.0.1.3680043.30221,0
1.2.826.0.1.3680043.30238,0
1.2.826.0.1.3680043.30240,0
1.2.826.0.1.3680043.30277,0
1.2.826.0.1.3680043.30282,0
1.2.826.0.1.3680043.30306,0
1.2.826.0.1.3680043.30307,0
1.2.826.0.1.3680043.30350,0
1.2.826.0.1.3680043.30366,0
1.2.826.0.1.3680043.30382,0
1.2.826.0.1.3680043.30408,0
1.2.826.0.1.3680043.30437,0
1.2.826.0.1.3680043.30442,0
1.2.826.0.1.3680043.30451,0
1.2.826.0.1.3680043.30465,0
1.2.826.0.1.3680043.30475,0
1.2.826.0.1.3680043.30487,0
1.2.826.0.1.3680043.30498,0
1.2.826.0.1.3680043.30505,0
1.2.826.0.1.3680043.30509,0
1.2.826.0.1.3680043.3051,0
1.2.826.0.1.3680043.30511,0
1.2.826.0.1.3680043.30515,0
1.2.826.0.1.3680043.30524,0
1.2.826.0.1.3680043.30539,0
1.2.826.0.1.3680043.30549,0
1.2.826.0.1.3680043.30565,0
1.2.826.0.1.3680043.30574,0
1.2.826.0.1.3680043.30604,0
1.2.826.0.1.3680043.30610,0
1.2.826.0.1.3680043.30640,0
1.2.826.0.1.3680043.30657,0
1.2.826.0.1.3680043.30682,0
1.2.826.0.1.3680043.30683,0
1.2.826.0.1.3680043.30708,0
1.2.826.0.1.3680043.30713,0
1.2.826.0.1.3680043.3072,0
1.2.826.0.1.3680043.30731,0
1.2.826.0.1.3680043.30741,0
1.2.826.0.1.3680043.30765,0
1.2.826.0.1.3680043.30778,0
1.2.826.0.1.3680043.30787,0
1.2.826.0.1.3680043.30795,0
1.2.826.0.1.3680043.30797,0
1.2.826.0.1.3680043.308,0
1.2.826.0.1.3680043.30831,0
1.2.826.0.1.3680043.30864,0
1.2.826.0.1.3680043.30880,0
1.2.826.0.1.3680043.30899,0
1.2.826.0.1.3680043.30905,0
1.2.826.0.1.3680043.30911,0
1.2.826.0.1.3680043.30912,0
1.2.826.0.1.3680043.30914,0
1.2.826.0.1.3680043.30985,0
1.2.826.0.1.3680043.31002,0
1.2.826.0.1.3680043.31005,0
1.2.826.0.1.3680043.31017,0
1.2.826.0.1.3680043.31026,0
1.2.826.0.1.3680043.31040,0
1.2.826.0.1.3680043.31041,0
1.2.826.0.1.3680043.31067,0
1.2.826.0.1.3680043.31072,0
1.2.826.0.1.3680043.31077,0
1.2.826.0.1.3680043.31083,0
1.2.826.0.1.3680043.31088,0
1.2.826.0.1.3680043.31114,0
1.2.826.0.1.3680043.31151,0
1.2.826.0.1.3680043.3117,0
1.2.826.0.1.3680043.31205,0
1.2.826.0.1.3680043.3121,0
1.2.826.0.1.3680043.31245,0
1.2.826.0.1.3680043.31264,0
1.2.826.0.1.3680043.3127,0
1.2.826.0.1.3680043.3130,0
1.2.826.0.1.3680043.3131,0
1.2.826.0.1.3680043.31328,0
1.2.826.0.1.3680043.31351,0
1.2.826.0.1.3680043.31352,0
1.2.826.0.1.3680043.31357,0
1.2.826.0.1.3680043.31368,0
1.2.826.0.1.3680043.31370,0
1.2.826.0.1.3680043.31379,0
1.2.826.0.1.3680043.31394,0
1.2.826.0.1.3680043.31409,0
1.2.826.0.1.3680043.31411,0
1.2.826.0.1.3680043.31419,0
1.2.826.0.1.3680043.31446,0
1.2.826.0.1.3680043.31450,0
1.2.826.0.1.3680043.31475,0
1.2.826.0.1.3680043.31532,0
1.2.826.0.1.3680043.31552,0
1.2.826.0.1.3680043.31569,0
1.2.826.0.1.3680043.31580,0
1.2.826.0.1.3680043.31581,0
1.2.826.0.1.3680043.31587,0
1.2.826.0.1.3680043.31595,0
1.2.826.0.1.3680043.31621,0
1.2.826.0.1.3680043.31629,0
1.2.826.0.1.3680043.3163,0
1.2.826.0.1.3680043.31642,0
